"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.974556458E0,-6.653689217E-1,-6.368436456E-1,-2.778912628E0,2.927565716E0
8.984484458E0,-7.302638792E-1,-6.260622570E-1,-2.935854235E0,3.089414082E0
8.994411458E0,-7.474032377E-1,-5.019185597E-1,-3.068014757E0,3.197381490E0
9.004339458E0,-7.413047379E-1,-3.774722689E-1,-3.075813773E0,3.186322080E0
9.014267458E0,-7.931295604E-1,-2.657369480E-1,-3.061531364E0,3.173743046E0
9.024194458E0,-8.380080369E-1,-1.832450143E-1,-3.069989362E0,3.187580726E0
9.034122458E0,-8.968057372E-1,-1.208543462E-1,-3.019629632E0,3.152305413E0
9.044050458E0,-9.757092346E-1,-9.819580078E-2,-2.905182080E0,3.066224689E0
9.053977459E0,-1.063902861E0,-1.082258222E-1,-2.756468090E0,2.956639725E0
9.063905458E0,-1.096179053E0,-1.408895382E-1,-2.577104166E0,2.804090630E0
9.073833458E0,-1.110555018E0,-1.617491877E-1,-2.408368725E0,2.657016214E0
9.083760459E0,-1.082603646E0,-1.924175414E-1,-2.079814847E0,2.352591116E0
9.093688458E0,-9.796538394E-1,-1.950251073E-1,-1.926100318E0,2.169704789E0
9.103615458E0,-8.987597305E-1,-1.717183980E-1,-1.983342220E0,2.184239599E0
9.113543459E0,-8.807902135E-1,-1.600862396E-1,-2.007093610E0,2.197690552E0
9.123471458E0,-9.573776288E-1,-1.168335083E-1,-2.116444144E0,2.325845612E0
9.133398458E0,-1.066233635E0,-5.538102597E-2,-2.260775646E0,2.500205540E0
9.143326459E0,-1.054657317E0,-7.088433355E-2,-2.189267707E0,2.431094350E0
9.153254458E0,-9.249251434E-1,-4.228794068E-2,-1.845393539E0,2.064643336E0
9.163181458E0,-7.160868663E-1,3.524789304E-2,-1.320482558E0,1.502563476E0
9.173109459E0,-3.978696960E-1,1.029586503E-1,-5.681920713E-1,7.012439009E-1
9.183037458E0,3.618929476E-2,1.413421127E-1,1.754562306E-1,2.281932224E-1
9.192964458E0,4.645575560E-1,1.793095458E-1,8.374347174E-1,9.743010530E-1
9.202892459E0,8.644397175E-1,8.550646573E-2,1.679717946E0,1.891036689E0
9.212820458E0,1.214524652E0,-2.828678280E-2,2.709417885E0,2.969312302E0
9.222747458E0,1.389162345E0,-8.063251913E-2,3.676911051E0,3.931405410E0
9.232675458E0,1.482562698E0,-1.175094464E-1,4.571229821E0,4.807072155E0
9.242603458E0,1.421834832E0,1.016924357E-1,5.467198675E0,5.649974955E0
9.252530458E0,1.438531995E0,4.137723684E-1,6.156869575E0,6.336215341E0
9.262458458E0,1.487477868E0,6.207181942E-1,6.403876430E0,6.603598626E0
9.272385458E0,1.473568219E0,6.382037079E-1,6.396661550E0,6.595148691E0
9.282313458E0,1.470875430E0,5.955982634E-1,6.597634445E0,6.785793402E0
9.292241458E0,1.503027076E0,6.053926420E-1,6.856776611E0,7.045635254E0
9.302168458E0,1.644357933E0,6.424429393E-1,7.192614951E0,7.406102603E0
9.312096458E0,1.771285782E0,6.723824376E-1,7.375988896E0,7.615429315E0
9.322024458E0,1.903387393E0,6.187851048E-1,7.085082316E0,7.362348131E0
9.331951458E0,2.026578579E0,4.106075630E-1,6.313475552E0,6.643462415E0
9.341879458E0,1.929449018E0,2.207546103E-1,5.204586772E0,5.555108422E0
9.351807458E0,1.818798940E0,9.596128732E-2,3.892501985E0,4.297535323E0
9.361734458E0,1.697140895E0,5.657064199E-2,2.511359242E0,3.031569346E0
9.371662458E0,1.403158825E0,6.985405415E-2,1.343759739E0,1.944074205E0
9.381590458E0,1.024900617E0,1.271149600E-1,3.756075919E-1,1.098936100E0
9.391517458E0,7.221639506E-1,2.019973272E-1,-5.147672313E-1,9.095652776E-1
9.401445959E0,5.311701331E-1,2.708444908E-1,-1.193376369E0,1.334033585E0
9.411372958E0,4.501864155E-1,2.361289868E-1,-1.564728942E0,1.645235961E0
9.421300958E0,3.604961208E-1,2.228914753E-1,-1.643671031E0,1.697437045E0
9.431228958E0,8.485004269E-2,3.247379851E-1,-1.881531671E0,1.911234082E0
9.441155958E0,-2.022825982E-1,3.687542166E-1,-2.120761728E0,2.162065732E0
9.451083958E0,-3.369418551E-1,2.844743505E-1,-2.387467852E0,2.427850534E0
9.461011958E0,-4.670520513E-1,1.974006848E-1,-2.631825333E0,2.680225594E0
9.470938958E0,-6.804228707E-1,2.098723572E-1,-2.734947998E0,2.826121413E0
9.480866958E0,-8.710899020E-1,1.773144758E-1,-2.782544333E0,2.921094146E0
9.490794958E0,-8.609221787E-1,8.045271724E-2,-2.949702196E0,3.073825415E0
9.500721958E0,-7.908443224E-1,7.598281324E-2,-3.164347635E0,3.262560970E0
9.510649958E0,-7.213601777E-1,4.148672596E-2,-3.311060708E0,3.388982836E0
9.520577958E0,-6.464846809E-1,5.696211308E-2,-3.447342348E0,3.507899141E0
9.530504958E0,-6.410583186E-1,1.352460980E-1,-3.420836919E0,3.483011987E0
9.540432958E0,-6.862750565E-1,2.422419584E-1,-3.369667350E0,3.447363147E0
9.550360958E0,-6.356951062E-1,3.149023837E-1,-3.522067425E0,3.592802628E0
9.560287958E0,-6.018018669E-1,3.299595487E-1,-3.599509703E0,3.664356545E0
9.570215958E0,-6.346825878E-1,3.581805503E-1,-3.634997624E0,3.707333681E0
9.580143958E0,-6.669702548E-1,3.989663413E-1,-3.658545531E0,3.740184336E0
9.590070958E0,-6.720619371E-1,4.494415534E-1,-3.569974247E0,3.660379910E0
9.599998958E0,-6.591477035E-1,5.401280674E-1,-3.571995045E0,3.672242180E0
9.609925958E0,-6.068958150E-1,5.782712093E-1,-3.409514955E0,3.511055732E0
9.619853958E0,-6.084446693E-1,6.005493933E-1,-3.203421069E0,3.315534804E0
9.629781958E0,-6.938918589E-1,6.467441511E-1,-3.149914953E0,3.289639512E0
9.639708958E0,-7.746447576E-1,6.709063080E-1,-3.117579850E0,3.281690707E0
9.649636958E0,-8.818041938E-1,7.179924738E-1,-3.151835178E0,3.350694975E0
9.659564958E0,-9.135967478E-1,7.761442029E-1,-3.120699924E0,3.343026602E0
9.669491958E0,-9.535497491E-1,8.559546036E-1,-2.890009140E0,3.161339627E0
9.679419958E0,-1.029524669E0,9.983594477E-1,-2.603355240E0,2.972221583E0
9.689347958E0,-9.924081516E-1,1.089469300E0,-2.245087566E0,2.685560552E0
9.699274958E0,-9.446113298E-1,1.153874334E0,-2.001781999E0,2.496166604E0
9.709202959E0,-9.410182889E-1,1.169539025E0,-1.881688376E0,2.407091210E0
9.719130958E0,-9.267843387E-1,1.170483058E0,-1.691087857E0,2.255823118E0
9.729057958E0,-9.200767053E-1,1.204358609E0,-1.440438187E0,2.090904822E0
9.738985959E0,-8.183957447E-1,1.212916009E0,-1.143837004E0,1.857229101E0
9.748913958E0,-6.532252049E-1,1.149841509E0,-6.536643308E-1,1.475166337E0
9.758840958E0,-4.759905437E-1,1.050504040E0,1.278774369E-1,1.160378548E0
9.768768959E0,-3.781699879E-1,1.026576356E0,8.693809801E-1,1.397388580E0
9.778696958E0,-1.537139440E-1,9.659784445E-1,1.656938363E0,1.924106824E0
9.788623958E0,6.389713012E-2,8.529485500E-1,2.376495552E0,2.525734582E0
9.798551959E0,1.421847696E-1,7.321754801E-1,2.777525668E0,2.875925291E0
9.808479958E0,1.623851455E-1,5.939668903E-1,3.116873506E0,3.177115997E0
9.818406958E0,1.497698508E-1,4.956544375E-1,3.735382622E0,3.771099000E0
9.828334959E0,2.090539663E-1,3.793717369E-1,4.333950394E0,4.355542733E0
9.838261958E0,3.675393844E-1,2.162040147E-1,4.703019045E0,4.722310612E0
9.848189958E0,4.245737837E-1,9.592854291E-2,4.812242110E0,4.831887758E0
9.858117959E0,3.956299932E-1,5.532284617E-2,4.858115271E0,4.874512047E0
9.868044958E0,3.562385438E-1,2.004636025E-1,4.959576157E0,4.976392992E0
9.877972958E0,3.928406520E-1,4.642081118E-1,5.097770421E0,5.133914317E0
9.887900958E0,4.095442468E-1,6.974880427E-1,5.298264429E0,5.359647565E0
9.897827958E0,4.152055210E-1,7.242378849E-1,5.668598417E0,5.729740322E0
9.907755958E0,4.433259505E-1,6.755370104E-1,5.827843827E0,5.883591745E0
9.917683958E0,5.049763611E-1,5.533518380E-1,5.679446756E0,5.728639877E0
9.927610958E0,5.151385295E-1,4.221964520E-1,5.433491231E0,5.474161535E0
9.937538958E0,3.800129572E-1,3.923107481E-1,5.137435593E0,5.166387717E0
9.947466958E0,2.916398940E-1,4.002343100E-1,4.662025385E0,4.688253622E0
9.957393958E0,3.316563376E-1,3.047355375E-1,3.938737088E0,3.964405318E0
9.967321958E0,4.361408919E-1,9.173462749E-2,3.172219741E0,3.203375127E0
9.977249958E0,4.111716731E-1,-1.032106653E-1,2.510130157E0,2.545676333E0
9.987176958E0,3.507830916E-1,-2.659562185E-1,1.936051694E0,1.985466608E0
9.997104958E0,4.715639091E-1,-4.350726056E-1,1.493505762E0,1.625490743E0
1.000703296E1,6.357996252E-1,-5.442468461E-1,1.372911617E0,1.607896794E0
1.001695996E1,7.500051025E-1,-5.927579784E-1,1.246522881E0,1.570887955E0
1.002688796E1,8.400063229E-1,-6.219428936E-1,9.285214734E-1,1.398061412E0
1.003681496E1,7.826142932E-1,-7.187520272E-1,6.428721249E-1,1.241923580E0
1.004674296E1,6.266316296E-1,-8.278233567E-1,3.492044896E-1,1.095400605E0
1.005667096E1,3.853464219E-1,-8.720426327E-1,-5.249630213E-2,9.548330115E-1
1.006659796E1,1.883423245E-1,-8.992386174E-1,-4.322922546E-1,1.015371615E0
1.007652596E1,1.627063769E-1,-9.651355684E-1,-8.868816966E-1,1.320802474E0
1.008645396E1,1.305826512E-1,-9.731702274E-1,-1.480702699E0,1.776680220E0
1.009638096E1,5.224779546E-2,-9.783415049E-1,-1.976183474E0,2.205715996E0
1.010630896E1,1.146434337E-2,-9.518085945E-1,-2.406953698E0,2.588338683E0
1.011623696E1,-2.604554504E-2,-9.562983790E-1,-2.772000049E0,2.932434012E0
1.012616396E1,-1.854929763E-1,-9.386757481E-1,-3.026387259E0,3.174041532E0
1.013609196E1,-3.357953623E-1,-9.158815473E-1,-3.236396441E0,3.380215890E0
1.014601996E1,-4.164019344E-1,-9.356544918E-1,-3.328461437E0,3.482455374E0
1.015594696E1,-5.552146147E-1,-9.541530356E-1,-3.436089966E0,3.609069899E0
1.016587496E1,-6.769113254E-1,-9.781532246E-1,-3.552225024E0,3.746104016E0
1.017580296E1,-7.317740688E-1,-1.033164999E0,-3.663419770E0,3.876024718E0
1.018572996E1,-8.025183615E-1,-1.044030003E0,-3.779868239E0,4.002678887E0
1.019565796E1,-9.102144259E-1,-1.037760033E0,-3.774644337E0,4.019126280E0
1.020558596E1,-9.996277819E-1,-1.061865180E0,-3.618814870E0,3.901619462E0
1.021551296E1,-1.057396372E0,-1.076069236E0,-3.550403032E0,3.857638368E0
1.022544096E1,-1.034749521E0,-1.087593806E0,-3.598584089E0,3.899150459E0
1.023536896E1,-1.019879102E0,-1.061262332E0,-3.635769457E0,3.922403684E0
1.024529596E1,-1.032309551E0,-1.029151762E0,-3.608779294E0,3.892056571E0
1.025522396E1,-1.019334726E0,-1.014445723E0,-3.423827185E0,3.713588022E0
1.026515196E1,-1.074870265E0,-8.796671095E-1,-3.328866649E0,3.607008937E0
1.027507896E1,-1.136554443E0,-7.329861966E-1,-3.160584952E0,3.437778644E0
1.028500696E1,-1.185724410E0,-6.633955595E-1,-2.959223801E0,3.256231188E0
1.029493396E1,-1.185303703E0,-6.544890806E-1,-2.919554536E0,3.218244788E0
1.030486196E1,-1.207666672E0,-6.151797116E-1,-3.062314306E0,3.348831704E0
1.031478996E1,-1.269725803E0,-5.519455826E-1,-3.090453447E0,3.386406657E0
1.032471696E1,-1.352378973E0,-4.835454386E-1,-2.914497864E0,3.249160334E0
1.033464496E1,-1.302853495E0,-4.057815635E-1,-2.671715623E0,3.000025046E0
1.034457296E1,-1.090640936E0,-3.162302864E-1,-2.453706865E0,2.703733831E0
1.035449996E1,-8.610429968E-1,-2.434090626E-1,-2.156223922E0,2.334511644E0
1.036442796E1,-6.314532436E-1,-1.404220533E-1,-1.875706090E0,1.984118164E0
1.037435596E1,-4.359137276E-1,-5.239953071E-2,-1.698837757E0,1.754655582E0
1.038428296E1,-1.587209147E-1,-2.964713752E-2,-1.354892837E0,1.364480078E0
1.039421096E1,1.038504969E-1,-3.978562474E-2,-6.835126126E-1,6.925007676E-1
1.040413875E1,2.219119205E-1,-2.777778268E-2,-1.753346086E-2,2.243299532E-1
1.041406575E1,4.523100512E-1,-5.394524217E-2,8.639880931E-1,9.767138253E-1
1.042399375E1,5.865369795E-1,-8.001826912E-2,2.027778720E0,2.112419251E0
1.043392175E1,8.720303535E-1,4.579188466E-2,2.684270765E0,2.822736858E0
1.044384875E1,1.222155926E0,2.449348935E-1,3.306240848E0,3.533395923E0
1.045377675E1,1.278371203E0,5.773710304E-1,4.456000496E0,4.671566189E0
1.046370475E1,1.026982665E0,1.001195055E0,5.660170240E0,5.839059178E0
1.047363175E1,7.670702013E-1,1.251455593E0,6.584539021E0,6.746161273E0
1.048355975E1,7.802223435E-1,1.261217227E0,7.374373895E0,7.522021413E0
1.049348775E1,1.011307157E0,1.216702666E0,7.992118195E0,8.147211842E0
1.050341475E1,1.388016145E0,1.262229087E0,8.435934142E0,8.642036562E0
1.051334275E1,1.752134542E0,1.357248681E0,8.797723010E0,9.072597731E0
1.052326975E1,1.944840936E0,1.462691520E0,8.773402101E0,9.104639321E0
1.053319775E1,2.102255875E0,1.457270859E0,8.157915995E0,8.549544520E0
1.054312575E1,2.156145861E0,1.323609941E0,7.267780908E0,7.695553754E0
1.055305375E1,2.087521769E0,1.225594527E0,6.278098143E0,6.728621358E0
1.056298075E1,1.810809890E0,1.234796290E0,5.136377247E0,5.584453918E0
1.057290875E1,1.416066992E0,1.183541937E0,4.162588969E0,4.553368442E0
1.058283575E1,1.028300042E0,1.055265720E0,3.300674298E0,3.614614439E0
1.059276375E1,6.395259096E-1,8.769385064E-1,2.479743932E0,2.706869871E0
1.060269175E1,3.614716557E-1,6.450010961E-1,1.663508295E0,1.820425230E0
1.061261875E1,1.830785879E-1,4.483340907E-1,8.246228832E-1,9.563075477E-1
1.062254675E1,1.085381366E-1,3.434514141E-1,6.802124441E-2,3.665600778E-1
1.063247475E1,6.993759625E-2,2.716581309E-1,-5.087364131E-1,5.809493485E-1
1.064240175E1,-3.861355036E-4,2.772515774E-1,-1.032953330E0,1.069514454E0
1.065232975E1,-7.582895838E-2,3.528481820E-1,-1.561481398E0,1.602646570E0
1.066225775E1,-1.140337153E-1,4.184875631E-1,-2.011914639E0,2.058138976E0
1.067218475E1,-1.320851664E-1,4.234769922E-1,-2.432934047E0,2.473044143E0
1.068211275E1,-8.923106901E-2,4.291885525E-1,-2.953179535E0,2.985537533E0
1.069204075E1,-8.425837755E-4,3.656986079E-1,-3.428369302E0,3.447818477E0
1.070196775E1,7.199004203E-2,3.018616310E-1,-3.757451184E0,3.770244343E0
1.071189575E1,1.487923425E-1,2.608817124E-1,-3.991629247E0,4.002911750E0
1.072182375E1,1.783625161E-1,2.577075514E-1,-4.177933232E0,4.189672119E0
1.073175075E1,1.621964266E-1,2.244439110E-1,-4.227522883E0,4.236582642E0
1.074167875E1,1.872390280E-1,1.472211957E-1,-4.234203327E0,4.240897352E0
1.075160675E1,1.328537828E-1,1.590699935E-1,-4.247260160E0,4.252313753E0
1.076153375E1,6.447066888E-2,1.677531087E-1,-4.305538189E0,4.309287258E0
1.077146175E1,-4.219592012E-2,1.448861101E-1,-4.283260297E0,4.285917784E0
1.078138975E1,-2.117991610E-1,1.689155352E-1,-4.311620463E0,4.320122956E0
1.079131675E1,-3.203208522E-1,2.325107297E-1,-4.446021638E0,4.463605616E0
1.080124475E1,-3.419975039E-1,2.736496925E-1,-4.602191997E0,4.622987954E0
1.081117275E1,-3.970595643E-1,3.179481983E-1,-4.774553881E0,4.801573921E0
1.082109975E1,-4.691010618E-1,3.880153835E-1,-4.835877725E0,4.874046072E0
1.083102775E1,-5.766690722E-1,5.163208365E-1,-4.815967956E0,4.877774264E0
1.084095575E1,-6.600904208E-1,6.380212748E-1,-4.718817052E0,4.807288725E0
1.085088275E1,-6.729852855E-1,7.392295611E-1,-4.361864417E0,4.474955948E0
1.086081075E1,-7.289330529E-1,8.852877456E-1,-3.912180204E0,4.076791844E0
1.087073875E1,-8.051231499E-1,9.886966315E-1,-3.552825533E0,3.774693840E0
1.088066575E1,-8.183929673E-1,9.916117609E-1,-3.169360453E0,3.420220258E0
1.089059375E1,-8.127502580E-1,1.016805074E0,-2.874888241E0,3.155857718E0
1.090052075E1,-8.499495131E-1,1.131951661E0,-2.743264493E0,3.086944900E0
1.091044875E1,-9.181704399E-1,1.218817604E0,-2.623031121E0,3.034607976E0
1.092037675E1,-8.804465434E-1,1.158694779E0,-2.457050303E0,2.855670832E0
1.093030375E1,-7.640464599E-1,1.017339217E0,-2.198144365E0,2.539800135E0
1.094023175E1,-6.350753014E-1,9.535273835E-1,-1.747494192E0,2.089562409E0
1.095015975E1,-3.992097317E-1,9.394771090E-1,-9.542807972E-1,1.397368058E0
1.096008675E1,-2.041067103E-1,9.467174238E-1,-1.617807627E-2,9.686047490E-1
1.097001475E1,-5.486281648E-2,8.949157709E-1,6.510038477E-1,1.108011812E0
1.097994275E1,7.430071548E-2,7.238010979E-1,1.302999383E0,1.492386015E0
1.098986975E1,4.866462171E-2,5.683932155E-1,1.759847605E0,1.850000726E0
1.099979775E1,-9.832253918E-2,4.905676523E-1,1.524017703E0,1.604042986E0
1.100972575E1,-1.951550616E-1,3.234872657E-1,1.224601085E0,1.281552702E0
1.101965275E1,-3.323419967E-1,1.089499998E-1,1.824052956E0,1.857280402E0
1.102958075E1,-7.669026786E-1,1.492700601E-1,2.684957812E0,2.796322536E0
1.103950875E1,-1.096249878E0,2.191416559E-1,3.395449478E0,3.574753700E0
1.104943575E1,-1.143068680E0,1.469150940E-1,4.496458551E0,4.641802403E0
1.105936375E1,-9.277899867E-1,4.051915795E-2,5.686293846E0,5.761629436E0
1.106929175E1,-6.780991141E-1,1.651838422E-3,6.766829478E0,6.800720720E0
1.107921875E1,-3.468631183E-1,-1.057001173E-1,7.321788130E0,7.330761759E0
1.108914675E1,-8.083600223E-2,-2.128178921E-1,7.480912503E0,7.484375578E0
1.109907475E1,1.458820371E-1,-2.601104647E-1,7.560864406E0,7.566743658E0
1.110900175E1,3.347557274E-1,-1.818384665E-1,7.481645159E0,7.491337725E0
1.111892975E1,5.142959458E-1,-1.245500788E-1,6.991601710E0,7.011598071E0
1.112885775E1,6.898144493E-1,-8.967348397E-2,6.398884077E0,6.436583157E0
1.113878475E1,6.790261902E-1,1.008887359E-1,5.676652372E0,5.718009903E0
1.114871275E1,4.557751112E-1,3.303247073E-1,4.820627017E0,4.853379256E0
1.115864075E1,2.397891976E-1,4.749088088E-1,4.181257374E0,4.214967434E0
1.116856775E1,2.507885411E-2,6.228372252E-1,3.578240456E0,3.632128841E0
1.117849575E1,-1.694347680E-2,5.922445929E-1,2.996119148E0,3.054139926E0
1.118842275E1,8.492905319E-2,4.343802953E-1,2.595718192E0,2.633182887E0
1.119835075E1,7.081467859E-2,3.242357093E-1,2.425148479E0,2.447751756E0
1.120827875E1,-6.990784854E-3,2.033187979E-1,2.165489420E0,2.175024559E0
1.121820675E1,-6.312186241E-2,-3.343964159E-2,1.872183727E0,1.873545966E0
1.122813375E1,-1.643549263E-1,-2.348385063E-1,1.460688264E0,1.488546899E0
1.123806175E1,-2.714070661E-1,-4.026287448E-1,9.520249414E-1,1.068701638E0
1.124798875E1,-3.058082823E-1,-5.433852589E-1,4.241505915E-1,7.541153555E-1
1.125791675E1,-2.634089521E-1,-6.103598517E-1,-2.174404085E-1,6.994310230E-1
1.126784475E1,-1.774602907E-1,-6.392445123E-1,-9.110242653E-1,1.126983102E0
1.127777175E1,-1.020006571E-1,-6.593320370E-1,-1.582677555E0,1.717553816E0
1.128769975E1,-6.037301324E-2,-6.607081792E-1,-2.158926505E0,2.258571197E0
1.129762775E1,-6.015980914E-2,-7.004587206E-1,-2.660204210E0,2.751535582E0
1.130755475E1,-6.628549844E-2,-7.479810888E-1,-3.134984672E0,3.223662261E0
1.131748275E1,-9.695816450E-2,-8.149720538E-1,-3.518113537E0,3.612575701E0
1.132741075E1,-1.538167819E-1,-9.061997277E-1,-3.799064648E0,3.908676214E0
1.133733775E1,-2.476566993E-1,-9.349876168E-1,-4.046999456E0,4.160978284E0
1.134726575E1,-3.906739663E-1,-9.154661027E-1,-4.232015884E0,4.347489250E0
1.135719375E1,-5.906309807E-1,-8.522348973E-1,-4.383041278E0,4.504020440E0
1.136712075E1,-8.256063849E-1,-7.757960013E-1,-4.503728979E0,4.644034889E0
1.137704875E1,-1.022057043E0,-8.255093211E-1,-4.490214309E0,4.678470987E0
1.138697675E1,-1.118208219E0,-9.398966467E-1,-4.491522331E0,4.723088839E0
1.139690375E1,-1.132253816E0,-1.083470057E0,-4.232966641E0,4.513747075E0
1.140683113E1,-1.153312124E0,-1.189016685E0,-4.196682914E0,4.511766507E0
1.141675913E1,-1.128874125E0,-1.241258048E0,-4.285558253E0,4.602291589E0
1.142668613E1,-1.128802789E0,-1.299186999E0,-4.046177337E0,4.397002802E0
1.143661413E1,-1.215294364E0,-1.247164321E0,-3.736292449E0,4.122164541E0
1.144654213E1,-1.215280039E0,-1.130196034E0,-3.657467304E0,4.016380925E0
1.145646913E1,-1.111001672E0,-1.091737143E0,-3.586870362E0,3.910479983E0
1.146639713E1,-9.968182679E-1,-1.097280303E0,-3.452581453E0,3.757391304E0
1.147632513E1,-9.164624682E-1,-1.022645273E0,-3.437612581E0,3.701741086E0
1.148625213E1,-8.583257957E-1,-8.622371444E-1,-3.503531166E0,3.708760804E0
1.149618013E1,-7.313653484E-1,-7.623801497E-1,-3.561575307E0,3.714961296E0
1.150610812E1,-7.041725796E-1,-6.597445580E-1,-3.622643042E0,3.748955123E0
1.151603513E1,-7.595085821E-1,-5.670214587E-1,-3.684172708E0,3.804141843E0
1.152596313E1,-7.123768079E-1,-5.507580131E-1,-3.520322616E0,3.633660196E0
1.153589112E1,-6.468336135E-1,-5.067308182E-1,-3.127812477E0,3.233941981E0
1.154581813E1,-4.976568165E-1,-4.703593826E-1,-2.347771105E0,2.445593878E0
1.155574613E1,-3.026341943E-1,-4.631427491E-1,-1.570349870E0,1.664958671E0
1.156567412E1,-1.495537962E-1,-4.167272589E-1,-9.676463628E-1,1.064127544E0
1.157560113E1,8.955741674E-3,-3.002714807E-1,-4.583404309E-1,5.480137936E-1
1.158552913E1,1.765060982E-1,-2.079886767E-1,-1.895936286E-1,3.322039078E-1
1.159545712E1,3.512276262E-1,-1.285580528E-1,-9.963187695E-2,3.870588188E-1
1.160538413E1,5.139021358E-1,-7.171960831E-2,-2.681357682E-2,5.195748986E-1
1.161531213E1,7.130572046E-1,-1.515317631E-1,3.155566871E-1,7.943478300E-1
1.162524012E1,9.008467479E-1,-3.791685462E-1,1.193878060E0,1.542931778E0
1.163516713E1,9.535363005E-1,-4.362362015E-1,2.148097461E0,2.390367378E0
1.164509513E1,1.092966812E0,-3.233440089E-1,3.103346558E0,3.306038060E0
1.165502313E1,1.258581010E0,-1.725177124E-1,3.946583467E0,4.145999226E0
1.166495013E1,1.226068517E0,3.477806926E-2,4.746274992E0,4.902201528E0
1.167487813E1,1.224988171E0,2.559551409E-1,5.693309920E0,5.829226955E0
1.168480613E1,1.344275902E0,5.643022111E-1,6.917617475E0,7.069578928E0
1.169473313E1,1.645373740E0,8.725963640E-1,8.025063747E0,8.238344937E0
1.170466113E1,2.160239643E0,1.038115252E0,8.837586402E0,9.156814512E0
1.171458913E1,2.661386224E0,1.146662671E0,9.391998340E0,9.828908624E0
1.172451613E1,2.969859887E0,1.308192295E0,9.515072874E0,1.005326050E1
1.173444413E1,3.030979955E0,1.351471047E0,9.102409723E0,9.688507431E0
1.174437213E1,2.934886813E0,1.233293556E0,8.350581166E0,8.936821550E0
1.175429913E1,2.793437404E0,1.024924810E0,7.450271924E0,8.022488088E0
1.176422713E1,2.584695313E0,8.014041746E-1,6.487564704E0,7.029323886E0
1.177415513E1,2.322675733E0,6.543648273E-1,5.607376900E0,6.104563177E0
1.178408213E1,1.992459491E0,5.641984230E-1,4.826352611E0,5.251846742E0
1.179401013E1,1.630143790E0,5.257594121E-1,4.164436104E0,4.502923473E0
1.180393813E1,1.172614660E0,5.071588343E-1,3.416667269E0,3.647718527E0
1.181386513E1,7.586638787E-1,4.581884032E-1,2.394435394E0,2.553199630E0
1.182379313E1,4.455008955E-1,3.861901751E-1,1.505983136E0,1.617281393E0
1.183372013E1,1.945175689E-1,3.610816464E-1,7.419467622E-1,8.477629609E-1
1.184364813E1,-4.381684139E-2,3.705895114E-1,5.932468057E-2,3.778570090E-1
1.185357613E1,-1.690263399E-1,3.690318131E-1,-5.639475775E-1,6.948318162E-1
1.186350313E1,-2.321218168E-1,3.630664837E-1,-1.121501225E0,1.201441970E0
1.187343113E1,-2.316714350E-1,3.565681806E-1,-1.669193543E0,1.722503876E0
1.188335913E1,-2.069081844E-1,3.022577798E-1,-2.216123968E0,2.246191489E0
1.189328613E1,-1.849159292E-1,2.424621060E-1,-2.704550078E0,2.721685672E0
1.190321413E1,-1.375124057E-1,2.014245924E-1,-3.086505407E0,3.096126153E0
1.191314213E1,-1.561371763E-1,1.847802007E-1,-3.389815686E0,3.398436835E0
1.192306913E1,-1.611480208E-1,1.653423017E-1,-3.631175299E0,3.638508048E0
1.193299712E1,-1.785582516E-1,9.945587575E-2,-3.801882421E0,3.807372383E0
1.194292513E1,-2.346258869E-1,5.186480284E-4,-3.990202526E0,3.997094667E0
1.195285213E1,-3.029792532E-1,-1.126255596E-1,-4.169665854E0,4.182175783E0
1.196278012E1,-3.582700127E-1,-2.775708354E-1,-4.447864096E0,4.470894539E0
1.197270813E1,-3.875022903E-1,-4.409385324E-1,-4.743887574E0,4.780068423E0
1.198263513E1,-3.777383903E-1,-5.168558568E-1,-4.897237236E0,4.938902593E0
1.199256312E1,-3.769286972E-1,-5.497639865E-1,-4.935877976E0,4.980683395E0
1.200249113E1,-3.631090222E-1,-5.325886676E-1,-4.956562502E0,4.998300780E0
1.201241813E1,-3.572992288E-1,-4.821812832E-1,-4.951108219E0,4.987347404E0
1.202234612E1,-3.437836821E-1,-4.756943822E-1,-4.886109985E0,4.921233905E0
1.203227413E1,-3.351935376E-1,-4.532247019E-1,-4.830832747E0,4.863611042E0
1.204220113E1,-3.083897549E-1,-4.555922395E-1,-4.730641876E0,4.762524655E0
1.205212912E1,-3.775516449E-1,-3.954100648E-1,-4.584880146E0,4.617360752E0
1.206205713E1,-5.020365272E-1,-3.495769572E-1,-4.442823211E0,4.484743338E0
1.207198413E1,-5.065049694E-1,-3.366049093E-1,-4.246038677E0,4.289369953E0
1.208191212E1,-4.941888329E-1,-2.432061642E-1,-4.117154349E0,4.153833383E0
1.209184013E1,-5.602818118E-1,-1.573187524E-1,-3.935698290E0,3.978490409E0
1.210176713E1,-6.558621530E-1,-9.386769176E-2,-3.718953701E0,3.777510150E0
1.211169513E1,-7.438069077E-1,-3.612585247E-2,-3.578603568E0,3.655264326E0
1.212162313E1,-7.627916475E-1,1.171021879E-2,-3.486723930E0,3.569206073E0
1.213155013E1,-7.350781842E-1,1.062482938E-1,-3.490112391E0,3.568264724E0
1.214147813E1,-6.654469089E-1,1.546889672E-1,-3.420553914E0,3.488113723E0
