"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.031907646E1,-5.644448832E-2,3.682278210E-1,-2.369344407E0,2.398451715E0
3.032900446E1,-1.469408217E-1,7.224395737E-1,-1.881993016E0,2.021239287E0
3.033893146E1,-2.440449473E-1,9.595848066E-1,-1.363647289E0,1.685198761E0
3.034885946E1,-1.540263315E-1,1.064250551E0,-8.256747973E-1,1.355762596E0
3.035878746E1,-8.305969834E-3,1.179008298E0,-2.048998851E-1,1.196709455E0
3.036871546E1,3.583239533E-1,1.311786579E0,4.235664546E-1,1.424285303E0
3.037864246E1,7.953061134E-1,1.605762947E0,9.836513615E-1,2.044151770E0
3.038857046E1,8.791512389E-1,2.125187486E0,2.018482232E0,3.059999881E0
3.039849846E1,6.819911671E-1,2.447555302E0,3.320470047E0,4.181047744E0
3.040842646E1,4.470180286E-1,2.545055577E0,4.125459149E0,4.867909839E0
3.041835263E1,2.370009528E-1,2.674178470E0,4.919256096E0,5.604148507E0
3.042828063E1,1.471301253E-1,2.960067262E0,6.113508378E0,6.794014289E0
3.043820863E1,3.893415320E-1,3.204041166E0,7.041740415E0,7.746197434E0
3.044813563E1,1.018394640E0,3.071275749E0,7.439503691E0,8.112710863E0
3.045806363E1,1.509075436E0,2.882798939E0,7.351503680E0,8.039430624E0
3.046799163E1,1.576088912E0,2.820463527E0,6.834275941E0,7.559523689E0
3.047791963E1,1.316481308E0,2.759073025E0,6.182820103E0,6.897308998E0
3.048784663E1,8.751938434E-1,2.705062586E0,5.705118372E0,6.374300236E0
3.049777463E1,4.777759910E-1,2.616385468E0,5.330090824E0,5.956812151E0
3.050770263E1,2.913859056E-1,2.427809547E0,4.911024971E0,5.486103463E0
3.051762963E1,2.275908825E-1,2.257451504E0,4.710442670E0,5.228398899E0
3.052755762E1,1.140951110E-1,2.235672964E0,4.494228423E0,5.020890400E0
3.053748563E1,-6.547127366E-3,2.111288069E0,3.900904434E0,4.435609944E0
3.054741363E1,2.286290556E-2,1.849462032E0,3.176550189E0,3.675799726E0
3.055734062E1,1.894984652E-1,1.655098245E0,2.541813295E0,3.039091097E0
3.056726863E1,3.960390790E-1,1.440076829E0,1.907920155E0,2.422979064E0
3.057719663E1,5.124106573E-1,1.075071116E0,1.411831269E0,1.847054444E0
3.058712462E1,5.064102446E-1,6.174294278E-1,1.301344036E0,1.526815881E0
3.059705163E1,5.426224896E-1,1.635577315E-1,1.133005621E0,1.266843335E0
3.060697963E1,5.007748443E-1,-2.196828157E-1,9.606928539E-1,1.105426046E0
3.061690762E1,4.241440134E-1,-5.745877558E-1,5.133200455E-1,8.795150381E-1
3.062683463E1,3.859391834E-1,-9.280744538E-1,-1.448864025E-1,1.015511356E0
3.063676263E1,3.267519124E-1,-1.252863310E0,-5.602942371E-1,1.410802225E0
3.064669062E1,1.633684279E-1,-1.448561139E0,-8.700241739E-1,1.697633847E0
3.065661863E1,-2.972724438E-2,-1.553608122E0,-1.293221084E0,2.021633666E0
3.066654563E1,-1.235282779E-1,-1.678557858E0,-1.744537840E0,2.424093231E0
3.067647363E1,-1.430554931E-1,-1.896898446E0,-2.015068628E0,2.771135176E0
3.068640163E1,-1.291699639E-1,-2.046032558E0,-2.192165002E0,3.001419915E0
3.069632863E1,-1.702849531E-1,-2.098627678E0,-2.449244855E0,3.229866167E0
3.070625663E1,-2.716193931E-1,-2.220276661E0,-2.751614901E0,3.546095051E0
3.071618463E1,-4.358470693E-1,-2.397487641E0,-3.036953763E0,3.893712600E0
3.072611263E1,-7.303783384E-1,-2.519776894E0,-3.206258723E0,4.142803774E0
3.073603963E1,-9.732639290E-1,-2.737287469E0,-3.305130461E0,4.400440061E0
3.074596763E1,-1.075197124E0,-2.926237904E0,-3.558473943E0,4.730925272E0
3.075589563E1,-1.305535174E0,-2.995801644E0,-3.703806489E0,4.939375678E0
3.076582363E1,-1.486246590E0,-3.133868439E0,-3.733607408E0,5.096065599E0
3.077575063E1,-1.580826765E0,-3.198596531E0,-3.901937052E0,5.287262599E0
3.078567863E1,-1.599894389E0,-3.172522627E0,-3.999507201E0,5.349824270E0
3.079560663E1,-1.573288827E0,-3.083650796E0,-3.983013960E0,5.277171607E0
3.080553363E1,-1.583459913E0,-2.906888883E0,-3.899537939E0,5.115050773E0
3.081546163E1,-1.574366907E0,-2.715949810E0,-3.779961795E0,4.913565477E0
3.082538963E1,-1.472645967E0,-2.613031213E0,-3.651106703E0,4.725166497E0
3.083531763E1,-1.281785977E0,-2.601520384E0,-3.414202668E0,4.479694572E0
3.084524463E1,-1.283990524E0,-2.580786742E0,-3.297354249E0,4.379684568E0
3.085517263E1,-1.442433842E0,-2.539565041E0,-3.206849291E0,4.337497938E0
3.086510062E1,-1.552525657E0,-2.570845306E0,-3.181650131E0,4.375211887E0
3.087502763E1,-1.587993113E0,-2.606832579E0,-3.320064835E0,4.510003185E0
3.088495563E1,-1.612263297E0,-2.540309976E0,-3.360770227E0,4.510803058E0
3.089488362E1,-1.523873423E0,-2.319871116E0,-3.236029821E0,4.263318098E0
3.090481163E1,-1.313865995E0,-1.979075507E0,-3.025676238E0,3.846777926E0
3.091473863E1,-1.218650666E0,-1.649514738E0,-2.881702001E0,3.536978193E0
3.092466662E1,-1.234893793E0,-1.380075626E0,-2.770447614E0,3.332409247E0
3.093459463E1,-1.259271712E0,-1.190374993E0,-2.573339728E0,3.102391855E0
3.094452163E1,-1.167988197E0,-1.056384877E0,-2.084289721E0,2.612356996E0
3.095444962E1,-1.015057341E0,-8.525491852E-1,-1.515666710E0,2.013560800E0
3.096437763E1,-8.077451876E-1,-5.940350103E-1,-8.614141488E-1,1.321879048E0
3.097430563E1,-2.610539129E-1,-4.831583530E-1,-5.113974810E-2,5.515491033E-1
3.098423262E1,3.746930873E-1,-3.456944060E-1,9.966707718E-1,1.119487454E0
3.099416063E1,8.778372234E-1,3.868079334E-2,2.172446437E0,2.343420132E0
3.100408863E1,1.544765524E0,4.445117658E-1,3.307977471E0,3.677853475E0
3.101401562E1,2.302652674E0,7.697686914E-1,4.437766539E0,5.058510159E0
3.102394363E1,2.772978289E0,1.103067000E0,5.153108470E0,5.954888101E0
3.103387163E1,3.011664555E0,1.465903981E0,5.662270560E0,6.578776921E0
3.104379963E1,3.005289336E0,1.883224732E0,6.058232310E0,7.020005563E0
3.105372663E1,2.924370011E0,2.339839942E0,6.582276149E0,7.573186266E0
3.106365463E1,2.869861389E0,2.731705132E0,7.193185054E0,8.212199982E0
3.107358263E1,2.942676181E0,2.926252522E0,7.870047044E0,8.897187050E0
3.108351063E1,3.176572116E0,2.766256622E0,8.312846745E0,9.319131242E0
3.109343763E1,3.431158716E0,2.388918546E0,8.453541863E0,9.430914695E0
3.110336563E1,3.498537059E0,2.142756030E0,8.106637083E0,9.085633151E0
3.111329363E1,3.387114272E0,2.092291051E0,7.401255884E0,8.404095049E0
3.112322063E1,3.294276275E0,2.021082781E0,6.554229394E0,7.608873421E0
3.113314863E1,3.163712627E0,1.900200076E0,5.543278552E0,6.659412514E0
3.114307663E1,2.931671721E0,1.744894520E0,4.430969151E0,5.592212763E0
3.115300463E1,2.726019884E0,1.503856503E0,3.217379542E0,4.477086096E0
3.116293163E1,2.484978652E0,1.277338293E0,2.022550725E0,3.449264189E0
3.117285963E1,2.089798529E0,1.151939490E0,1.038674245E0,2.602511608E0
3.118278763E1,1.660238532E0,1.100464112E0,2.289611775E-1,2.004952983E0
3.119271563E1,1.287320513E0,1.029034526E0,-2.942354000E-1,1.674120853E0
3.120264263E1,1.002305660E0,9.636863360E-1,-5.627535760E-1,1.499999860E0
3.121257063E1,8.202133517E-1,8.271702227E-1,-5.983157569E-1,1.309558042E0
3.122249863E1,6.073616919E-1,5.665259072E-1,-3.968563735E-1,9.205079085E-1
3.123242562E1,4.755607002E-1,2.820711449E-1,-5.069109124E-1,7.501205126E-1
3.124235363E1,4.082327894E-1,-4.655582339E-2,-8.235510886E-1,9.203574580E-1
3.125228163E1,2.654277764E-1,-2.955165249E-1,-1.378479336E0,1.434568646E0
3.126220962E1,1.582842008E-1,-4.042814603E-1,-2.069781024E0,2.114826441E0
3.127213663E1,-5.296539500E-2,-3.979129654E-1,-2.728464020E0,2.757835378E0
3.128206463E1,-2.167776266E-1,-4.465436733E-1,-3.415484378E0,3.451366009E0
3.129199262E1,-3.823989136E-1,-4.131294671E-1,-3.940262042E0,3.980272585E0
3.130191963E1,-5.634865976E-1,-2.871210927E-1,-4.277417175E0,4.323916437E0
3.131184763E1,-6.564442433E-1,-2.159686643E-1,-4.480041908E0,4.533027356E0
3.132177562E1,-7.498739056E-1,-2.175757715E-1,-4.299699744E0,4.370019220E0
3.133170363E1,-8.096817123E-1,-1.993461996E-1,-4.016306251E0,4.101955544E0
3.134163063E1,-8.079790762E-1,-1.948140228E-1,-3.895927284E0,3.983595372E0
3.135155862E1,-8.103939763E-1,-2.982992148E-1,-3.687139585E0,3.786914197E0
3.136148663E1,-7.283420455E-1,-3.648346817E-1,-3.602951374E0,3.693892944E0
3.137141363E1,-6.040597692E-1,-3.450529665E-1,-3.501999781E0,3.570427456E0
3.138134163E1,-4.632548694E-1,-2.859247524E-1,-3.459486430E0,3.502057166E0
3.139126963E1,-3.863098969E-1,-1.910554326E-1,-3.494710057E0,3.521183877E0
3.140119763E1,-3.436801864E-1,-2.160742065E-1,-3.279254193E0,3.304286942E0
3.141112463E1,-3.377354684E-1,-1.924245581E-1,-3.118852204E0,3.142981312E0
3.142105308E1,-2.635777174E-1,-1.349972990E-1,-3.136231883E0,3.150182202E0
3.143098108E1,-1.137988034E-1,-1.217211959E-1,-2.930638518E0,2.935371926E0
3.144090808E1,-9.440563560E-2,-9.908106923E-2,-2.710310755E0,2.713763783E0
3.145083608E1,-8.981922582E-2,-3.111537337E-2,-2.679339223E0,2.681024866E0
3.146076408E1,-1.278272970E-1,1.895959675E-2,-2.526490667E0,2.529793346E0
3.147069208E1,-2.720162728E-1,6.399485171E-2,-2.209297929E0,2.226900432E0
3.148061908E1,-4.115643136E-1,2.062745655E-1,-2.123057930E0,2.172397145E0
3.149054708E1,-4.658416776E-1,2.979597840E-1,-2.106005695E0,2.177394886E0
3.150047508E1,-4.867562909E-1,3.853885219E-1,-1.982577404E0,2.077515142E0
3.151040308E1,-4.903412189E-1,5.138343081E-1,-1.809823172E0,1.944201667E0
3.152033008E1,-4.872024335E-1,6.723157793E-1,-1.547004862E0,1.755733112E0
3.153025808E1,-4.549307732E-1,8.167870295E-1,-1.464409432E0,1.737411306E0
3.154018608E1,-2.537175576E-1,8.559671751E-1,-1.207376357E0,1.501602501E0
3.155011308E1,-8.156398058E-2,9.419384944E-1,-6.509588242E-1,1.147888584E0
3.156004108E1,3.440501690E-2,1.059174291E0,-7.870118380E-2,1.062651288E0
3.156996908E1,1.742590132E-1,1.104596047E0,3.476081997E-1,1.171038040E0
3.157989708E1,3.780349173E-1,1.003828641E0,7.300353992E-1,1.297510702E0
3.158982408E1,3.471826686E-1,1.063943573E0,1.061780103E0,1.542688795E0
3.159975208E1,1.347439684E-1,1.234267410E0,1.311449195E0,1.805954309E0
3.160968008E1,-1.970108217E-1,1.334883958E0,1.635280277E0,2.120110853E0
3.161960708E1,-4.047925070E-1,1.442448168E0,2.198079461E0,2.660087782E0
3.162953508E1,-2.697259185E-1,1.527638299E0,3.337622269E0,3.680509918E0
3.163946308E1,3.323266478E-1,1.442895772E0,4.866855104E0,5.087108001E0
3.164939108E1,9.444124514E-1,1.447676163E0,6.082691213E0,6.323512753E0
3.165931808E1,1.450274227E0,1.366691934E0,6.903527439E0,7.185390266E0
3.166924608E1,1.733326389E0,1.090683767E0,7.012743487E0,7.305654157E0
3.167917408E1,1.820110617E0,9.130231360E-1,6.547157772E0,6.856507040E0
3.168910208E1,1.675667287E0,9.039333469E-1,6.026193076E0,6.319806907E0
3.169902908E1,1.385097507E0,9.586936909E-1,5.595134000E0,5.843210861E0
3.170895708E1,1.265825856E0,1.003970436E0,5.262464266E0,5.504888908E0
3.171888508E1,1.252253591E0,1.072302752E0,4.932611137E0,5.200829249E0
3.172881208E1,1.141036041E0,1.015530674E0,4.645284222E0,4.889982751E0
3.173874008E1,1.043680632E0,8.919448006E-1,4.355161169E0,4.566427882E0
3.174866808E1,9.448550856E-1,8.433795816E-1,3.981478481E0,4.178063085E0
3.175859608E1,8.771377502E-1,7.705870092E-1,3.586310783E0,3.771577920E0
3.176852308E1,6.672243163E-1,7.012475100E-1,3.203456737E0,3.346501371E0
3.177845108E1,4.833839093E-1,4.851048911E-1,2.780499562E0,2.863592948E0
3.178837908E1,4.712130761E-1,1.447712123E-1,2.359402387E0,2.410348541E0
3.179830608E1,4.952761227E-1,-1.544644341E-1,1.957978168E0,2.025545903E0
3.180823408E1,4.922057498E-1,-4.338379660E-1,1.515885395E0,1.651784009E0
3.181816208E1,5.579212908E-1,-7.686457336E-1,1.012871068E0,1.388524479E0
3.182809008E1,6.633908817E-1,-9.773164880E-1,5.478045845E-1,1.302046406E0
3.183801708E1,7.463127320E-1,-1.153914095E0,6.967542171E-3,1.374244876E0
3.184794508E1,7.318829732E-1,-1.322431727E0,-5.708753586E-1,1.615666127E0
3.185787308E1,6.776452240E-1,-1.418746186E0,-1.147215525E0,1.946316329E0
3.186780008E1,7.018657069E-1,-1.511606111E0,-1.694940003E0,2.377054925E0
3.187772808E1,6.958918990E-1,-1.575507992E0,-2.132504107E0,2.741179442E0
3.188765608E1,6.356842889E-1,-1.586841065E0,-2.530135236E0,3.053480538E0
3.189758408E1,5.411063066E-1,-1.626983662E0,-2.780552772E0,3.266702556E0
3.190751108E1,3.540595789E-1,-1.676801940E0,-3.009150837E0,3.462948410E0
3.191743908E1,1.787533294E-1,-1.739032979E0,-3.360307712E0,3.787856435E0
3.192736708E1,3.447635293E-2,-1.846527899E0,-3.581165818E0,4.029342690E0
3.193729408E1,-1.597475396E-1,-1.909781616E0,-3.657406493E0,4.129092801E0
3.194722208E1,-4.177698174E-1,-1.853691615E0,-3.630535029E0,4.097741918E0
3.195715008E1,-6.138214034E-1,-1.891220507E0,-3.647066862E0,4.153864275E0
3.196707808E1,-7.209663677E-1,-1.955156887E0,-3.761438985E0,4.300099323E0
3.197700508E1,-7.105166624E-1,-1.964468285E0,-3.738781609E0,4.282809532E0
3.198693308E1,-6.875638559E-1,-1.816717039E0,-3.722257962E0,4.198619915E0
3.199686108E1,-6.794201463E-1,-1.647755019E0,-3.785568105E0,4.184164697E0
3.200678808E1,-7.307288790E-1,-1.504750543E0,-3.806467808E0,4.157816261E0
3.201671608E1,-8.891127017E-1,-1.335682980E0,-3.760522726E0,4.088532939E0
3.202664408E1,-1.081416515E0,-1.136391159E0,-3.753511915E0,4.068132033E0
3.203657208E1,-1.275192364E0,-1.000189626E0,-3.801426923E0,4.132474018E0
3.204649908E1,-1.442499331E0,-9.686474061E-1,-3.744541116E0,4.128034676E0
3.205642708E1,-1.546261973E0,-9.315251881E-1,-3.540848097E0,3.974452228E0
3.206635508E1,-1.553890835E0,-8.268337154E-1,-3.266052935E0,3.710166100E0
3.207628208E1,-1.490756109E0,-7.283221650E-1,-2.999132218E0,3.427477354E0
3.208621008E1,-1.406889203E0,-6.518019927E-1,-2.779399116E0,3.182647092E0
3.209613808E1,-1.336531703E0,-6.364226460E-1,-2.560805052E0,2.957883245E0
3.210606608E1,-1.188243098E0,-6.516140047E-1,-2.470769041E0,2.818017410E0
3.211599308E1,-1.086528735E0,-5.479437482E-1,-2.409382632E0,2.699242803E0
3.212592108E1,-1.087921542E0,-4.091445896E-1,-2.380449439E0,2.649058722E0
3.213584908E1,-1.061056364E0,-3.998478091E-1,-2.368565558E0,2.625989657E0
3.214577608E1,-9.513560200E-1,-3.591716534E-1,-2.167235398E0,2.393949002E0
3.215570408E1,-9.018621169E-1,-2.493200129E-1,-1.879582794E0,2.099606445E0
3.216563208E1,-8.079406308E-1,-2.393797463E-1,-1.476886221E0,1.700371617E0
3.217556008E1,-6.229863292E-1,-1.579058129E-1,-9.936460072E-1,1.183375933E0
3.218548708E1,-5.936428083E-1,6.619282007E-2,-6.601594180E-1,8.902829497E-1
3.219541508E1,-4.959852438E-1,2.131628779E-1,-4.092179722E-1,6.774209351E-1
3.220534308E1,-3.024248640E-1,2.779725391E-1,-5.406627953E-2,4.143099002E-1
3.221527108E1,-5.210234597E-2,3.567345339E-1,6.755750173E-1,7.657517784E-1
3.222519808E1,3.468064003E-1,5.358598924E-1,1.580934500E0,1.704926508E0
3.223512608E1,1.112007247E0,7.582581550E-1,2.336932706E0,2.696807375E0
3.224505408E1,1.816523789E0,1.035820220E0,2.775930548E0,3.475409704E0
3.225498108E1,2.216476555E0,1.101408730E0,3.248891357E0,4.084258140E0
3.226490908E1,2.183592838E0,1.288979514E0,4.113180581E0,4.831956163E0
3.227483708E1,2.364376759E0,1.664279250E0,5.116899587E0,5.877309271E0
3.228476508E1,2.684233050E0,1.959068089E0,6.325940647E0,7.145668612E0
3.229469208E1,2.943180211E0,2.146471936E0,7.563898526E0,8.395368511E0
3.230462008E1,3.281398952E0,2.183688586E0,8.458762257E0,9.332027317E0
3.231454808E1,3.636636014E0,2.044452933E0,8.942112983E0,9.867436035E0
3.232447508E1,3.782709109E0,1.823215342E0,9.189736719E0,1.010367573E1
3.233440308E1,3.769804596E0,1.667766822E0,9.119945523E0,1.000831051E1
3.234433108E1,3.817080504E0,1.590727417E0,8.775737479E0,9.701241446E0
3.235425908E1,3.914794495E0,1.432946150E0,8.150893489E0,9.155108698E0
3.236418608E1,3.934946046E0,1.208895172E0,7.226613001E0,8.316800069E0
3.237411408E1,3.734864559E0,1.016536102E0,6.028571139E0,7.164232611E0
3.238404208E1,3.294737036E0,8.407389790E-1,4.839749166E0,5.914837796E0
3.239396908E1,2.748676676E0,6.479399067E-1,3.676732126E0,4.636098437E0
3.240389708E1,2.194394253E0,4.249838197E-1,2.646349232E0,3.463977720E0
3.241382508E1,1.713796981E0,3.601840988E-1,1.873383576E0,2.564449005E0
3.242375233E1,1.287769725E0,3.074746656E-1,1.237838597E0,1.812494394E0
3.243367933E1,1.032957130E0,1.766668966E-1,6.927301633E-1,1.256219210E0
3.244360733E1,8.905427114E-1,5.722494543E-2,2.294605297E-1,9.214082428E-1
3.245353533E1,7.230589400E-1,-4.324103683E-2,-4.523616529E-1,8.539994631E-1
3.246346233E1,5.917534268E-1,-1.952598730E-1,-1.091647096E0,1.256977294E0
3.247339033E1,4.131718594E-1,-3.528993452E-1,-1.672244035E0,1.758308575E0
3.248331833E1,2.408269322E-1,-4.881521675E-1,-2.220788877E0,2.286524303E0
3.249324633E1,1.669099402E-1,-6.226270178E-1,-2.814771262E0,2.887639276E0
3.250317333E1,9.153509125E-2,-7.698403198E-1,-3.386516687E0,3.474122632E0
3.251310133E1,-3.820716888E-3,-8.574321949E-1,-3.909165380E0,4.002096767E0
3.252302933E1,-8.420648351E-2,-8.841662496E-1,-4.278143399E0,4.369365129E0
3.253295633E1,-2.496459952E-1,-9.425185382E-1,-4.512895074E0,4.617021363E0
3.254288433E1,-4.733185123E-1,-1.056178763E0,-4.734611551E0,4.874022008E0
3.255281233E1,-5.560814644E-1,-1.119138072E0,-4.879300318E0,5.036791460E0
3.256274033E1,-6.295154764E-1,-1.178099641E0,-4.831025705E0,5.012286690E0
3.257266733E1,-7.445161749E-1,-1.208342025E0,-4.739521458E0,4.947469903E0
3.258259533E1,-8.452720329E-1,-1.213545755E0,-4.798420461E0,5.021156942E0
3.259252333E1,-8.904762724E-1,-1.334141069E0,-4.809920180E0,5.070326669E0
3.260245033E1,-8.465516961E-1,-1.473033198E0,-4.693158301E0,4.991213421E0
3.261237833E1,-7.901702115E-1,-1.497785339E0,-4.427221085E0,4.740043927E0
3.262230633E1,-7.337610988E-1,-1.373173865E0,-4.319111915E0,4.591158846E0
3.263223433E1,-6.491749848E-1,-1.293215237E0,-4.346149440E0,4.580703960E0
3.264216133E1,-6.443821684E-1,-1.253791555E0,-4.333936361E0,4.557436343E0
3.265208933E1,-7.427703425E-1,-1.129237676E0,-4.403134650E0,4.605917960E0
3.266201733E1,-7.259163281E-1,-1.021361517E0,-4.447457129E0,4.620606971E0
3.267194433E1,-7.054361629E-1,-8.449995527E-1,-4.410126166E0,4.545423767E0
3.268187233E1,-6.629817228E-1,-7.117868239E-1,-4.191542627E0,4.302930959E0
3.269180033E1,-7.401269625E-1,-4.948451829E-1,-3.811994011E0,3.914582739E0
3.270172833E1,-8.133639233E-1,-3.501210406E-1,-3.581879178E0,3.689715987E0
3.271165533E1,-7.967266944E-1,-3.865421775E-1,-3.186730192E0,3.307482063E0
3.272158333E1,-8.221401554E-1,-3.790916553E-1,-2.752707746E0,2.897762042E0
3.273151133E1,-8.792108805E-1,-2.496457028E-1,-2.651060334E0,2.804185380E0
3.274143833E1,-9.322416182E-1,-2.474813560E-1,-2.492466304E0,2.672584841E0
3.275136633E1,-1.024408940E0,-1.722911328E-1,-2.578877626E0,2.780235192E0
3.276129433E1,-9.563154821E-1,-1.513083994E-2,-2.575831811E0,2.747667695E0
3.277122233E1,-8.335740933E-1,1.537162828E-1,-2.232564000E0,2.388057051E0
3.278114933E1,-6.653396125E-1,3.442314327E-1,-1.891190102E0,2.034151440E0
3.279107733E1,-4.746300428E-1,4.486393154E-1,-1.490672202E0,1.627468748E0
3.280100533E1,-1.660765658E-1,4.364028472E-1,-9.385096872E-1,1.048250592E0
3.281093233E1,4.951568395E-2,5.833395758E-1,-1.528637588E-1,6.050654448E-1
3.282086033E1,2.934365241E-1,7.298278230E-1,6.135676342E-1,9.976065791E-1
3.283078833E1,6.344632441E-1,8.421914274E-1,1.031979768E0,1.475402403E0
3.284071633E1,8.631498948E-1,8.743987682E-1,1.492832748E0,1.933429740E0
3.285064333E1,7.797721079E-1,9.003086579E-1,2.107137716E0,2.420460612E0
3.286057133E1,4.867679854E-1,1.160612373E0,2.554185419E0,2.847424680E0
3.287049933E1,2.206727493E-1,1.654733963E0,3.165517078E0,3.578734318E0
3.288042633E1,2.471793473E-2,2.038548122E0,4.560766813E0,4.995686474E0
3.289035433E1,3.997827588E-1,2.172341187E0,6.097516243E0,6.485259966E0
3.290028233E1,1.089388170E0,2.102789726E0,7.212330592E0,7.591192514E0
3.291021033E1,1.725603386E0,2.075630287E0,7.636471828E0,8.099484559E0
3.292013733E1,1.948047696E0,1.987037076E0,7.609392788E0,8.102225914E0
3.293006533E1,1.952718598E0,1.920706846E0,7.138366238E0,7.645815670E0
3.293999333E1,1.833186745E0,2.067782446E0,6.573435159E0,7.130662499E0
3.294992033E1,1.580671668E0,2.177975564E0,6.069550765E0,6.639393569E0
3.295984833E1,1.434563197E0,2.105495233E0,5.667795010E0,6.214095430E0
3.296977633E1,1.425349593E0,2.003265438E0,5.194036641E0,5.746539002E0
3.297970433E1,1.274748853E0,1.901947224E0,4.566833884E0,5.108655362E0
3.298963133E1,9.659546171E-1,1.691936873E0,3.841242954E0,4.307071642E0
3.299955933E1,6.378496590E-1,1.384720654E0,3.001550041E0,3.366542162E0
3.300948733E1,4.237082496E-1,1.069282958E0,2.098585578E0,2.393105964E0
3.301941433E1,3.233520488E-1,8.366780877E-1,1.614790463E0,1.847196527E0
3.302934233E1,4.232094821E-1,7.176594749E-1,1.537535296E0,1.748758467E0
3.303927033E1,5.115427843E-1,5.622150475E-1,1.630745761E0,1.799192462E0
3.304919833E1,5.926734862E-1,3.169304904E-1,1.786834259E0,1.909053029E0
3.305912533E1,7.691810462E-1,-5.476151347E-2,1.814384585E0,1.971453709E0
3.306905333E1,8.586337978E-1,-4.030170000E-1,1.788031769E0,2.024038613E0
3.307898133E1,8.249187523E-1,-6.127016616E-1,1.470240861E0,1.793739798E0
3.308890833E1,9.773413387E-1,-7.958212531E-1,8.564182878E-1,1.523804398E0
3.309883633E1,1.049904115E0,-9.796629757E-1,3.093551302E-1,1.468924366E0
3.310876433E1,1.054973651E0,-1.130345431E0,-3.504400063E-1,1.585389036E0
3.311869233E1,1.053376046E0,-1.219807538E0,-1.003440678E0,1.898532254E0
3.312861933E1,9.805675399E-1,-1.281467889E0,-1.612462102E0,2.281163449E0
3.313854733E1,7.997102362E-1,-1.301259837E0,-2.088155900E0,2.587123632E0
3.314847533E1,4.435414204E-1,-1.206006939E0,-2.335113053E0,2.665320750E0
3.315840233E1,1.201251984E-1,-1.193610258E0,-2.458402179E0,2.735484744E0
3.316833033E1,-6.418254733E-2,-1.260127013E0,-2.569596925E0,2.862667960E0
3.317825833E1,-2.137002370E-1,-1.206492843E0,-2.665376072E0,2.933517066E0
3.318818633E1,-5.201742978E-1,-1.100579302E0,-2.718220868E0,2.978352026E0
3.319811333E1,-8.449086285E-1,-1.118305721E0,-2.745716230E0,3.082764327E0
3.320804133E1,-1.064575072E0,-1.233171349E0,-2.699908558E0,3.153337578E0
3.321796933E1,-1.271278238E0,-1.269856780E0,-2.710907171E0,3.252337973E0
3.322789633E1,-1.351465492E0,-1.329693677E0,-2.791759545E0,3.374680075E0
3.323782433E1,-1.395561099E0,-1.466973436E0,-2.582207031E0,3.281370902E0
3.324775233E1,-1.396202977E0,-1.495508434E0,-2.573239156E0,3.287474408E0
3.325767933E1,-1.383427104E0,-1.479904554E0,-2.774372265E0,3.435277209E0
3.326760733E1,-1.280352094E0,-1.559492176E0,-3.018289450E0,3.630618203E0
3.327753533E1,-1.263503196E0,-1.477512458E0,-3.198109458E0,3.742644452E0
3.328746333E1,-1.418712419E0,-1.372267254E0,-3.303589720E0,3.848320073E0
3.329739033E1,-1.571732298E0,-1.357237279E0,-3.382820077E0,3.969371124E0
3.330731833E1,-1.581235486E0,-1.358697913E0,-3.568662717E0,4.133003661E0
3.331724633E1,-1.503868490E0,-1.367073172E0,-3.713022870E0,4.232853450E0
3.332717433E1,-1.474531694E0,-1.383177574E0,-3.599604428E0,4.128507715E0
3.333710133E1,-1.352106932E0,-1.369651794E0,-3.590579250E0,4.073867762E0
3.334702933E1,-1.186953349E0,-1.426089120E0,-3.434893041E0,3.903982407E0
3.335695733E1,-1.156138961E0,-1.407715414E0,-3.074276540E0,3.573443190E0
3.336688433E1,-1.150808493E0,-1.332098052E0,-2.791608102E0,3.300291079E0
3.337681233E1,-1.202093544E0,-1.279477204E0,-2.684329237E0,3.207446688E0
3.338674033E1,-1.249313319E0,-1.245718305E0,-2.711462072E0,3.234907175E0
3.339666733E1,-1.230213389E0,-1.126051820E0,-2.557501375E0,3.053232872E0
3.340659533E1,-1.211498060E0,-9.310246664E-1,-2.393470019E0,2.839583281E0
3.341652333E1,-9.598438382E-1,-8.018134797E-1,-2.243149214E0,2.568252995E0
3.342645163E1,-5.530904675E-1,-6.665439928E-1,-1.948530237E0,2.132360205E0
3.343637862E1,-2.050947435E-1,-4.822953039E-1,-1.305948134E0,1.407186250E0
3.344630663E1,4.559863418E-2,-3.057368731E-1,-5.273048311E-1,6.112320803E-1
3.345623463E1,2.287103319E-1,-1.221620759E-1,4.908567971E-1,5.551327625E-1
3.346616162E1,6.580149516E-1,-1.751781955E-1,1.618681785E0,1.756075682E0
3.347608963E1,1.130249098E0,-8.494630247E-2,2.400013053E0,2.654193202E0
3.348601763E1,1.567006725E0,1.696107692E-1,3.215028377E0,3.580598463E0
3.349594563E1,2.169012806E0,2.998569131E-1,4.022374492E0,4.579740961E0
3.350587263E1,2.796803353E0,4.658105412E-1,4.569179787E0,5.377405730E0
3.351580063E1,3.331088883E0,7.840265420E-1,5.261024097E0,6.276083597E0
3.352572863E1,3.340435365E0,1.301549566E0,5.943397087E0,6.940929955E0
3.353565563E1,3.023564224E0,1.818610952E0,6.386161705E0,7.296050146E0
